filename,CU:,SR:,CS:,species
7801800F,556  B190.0  78.80,10240,3.725,Bowhead Whale
7801800G,556  B190.0  68.87,10240,4.825,Bowhead Whale
7801800H,556  B190.0  165.6,10240,4.825,Bowhead Whale
7801800I,556  B190.0  91.13,10240,4.825,Bowhead Whale
7801800J,556  B190.0  174.6,10240,4.825,Bowhead Whale
7801800K,556  B190.0  178.5,10240,5.375,Bowhead Whale
7801800L,556  B190.0  184.2,10240,3.300,Bowhead Whale
7801800M,556  B190.0  19.99,10240,15.07,Bearded Seal
49001001,49,10000,5.500,"Beluga, White Whale"
49001002,52,10000,4.800,"Beluga, White Whale"
49001003,119,10000,14.300,"Beluga, White Whale"
62012001,50,16000,2.100,"Beluga, White Whale"
62012002,277,16000,2.660,"Beluga, White Whale"
62017001,0  B7:59.539  0:49.054,40000,1.245,"Beluga, White Whale"
62017002,0  B7:59.539  2:37.584,40000,0.554,"Beluga, White Whale"
62017003,0  B7:59.539  2:39.715,40000,0.368,"Beluga, White Whale"
62017004,0  B7:59.539  3:19.944,40000,1.811,"Beluga, White Whale"
62017005,0  B7:59.539  3:22.282,40000,2.107,"Beluga, White Whale"
62017006,0  B7:59.539  3:38.944,40000,1.645,"Beluga, White Whale"
62017007,0  B7:59.539  3:46.153,40000,1.115,"Beluga, White Whale"
62017008,0  B7:59.539  3:50.101,40000,1.543,"Beluga, White Whale"
62017009,0  B7:59.539  3:53.869,40000,2.360,"Beluga, White Whale"
6201700A,0  B7:59.539  3:56.865,40000,1.906,"Beluga, White Whale"
6201700B,0  B7:59.539  4:16.954,40000,1.888,"Beluga, White Whale"
6201700C,0  B7:59.539  7:15.204,40000,2.089,"Beluga, White Whale"
6201700D,0  B7:59.539  7:17.226,40000,1.596,"Beluga, White Whale"
6201700E,0  B7:59.539  7:21.700,40000,2.324,"Beluga, White Whale"
6201700F,0  B7:59.539  7:31.696,40000,1.444,"Beluga, White Whale"
6201700G,0  B7:59.539  7:44.593,40000,3.399,"Beluga, White Whale"
6201700H,0  B7:59.539  7:47.863,40000,1.786,"Beluga, White Whale"
6201700I,0  B7:59.539  7:58.016,40000,1.512,"Beluga, White Whale"
62018001,0  B7:33.315  4:11.843,40000,1.863,"Beluga, White Whale"
62018002,0  B7:33.315  4:31.872,40000,2.557,"Beluga, White Whale"
62019001,131,20000,5.700,"Beluga, White Whale"
62019003,48,16000,4.650,"Beluga, White Whale"
62019004,53,16000,4.100,"Beluga, White Whale"
62019005,74,16000,4.800,"Beluga, White Whale"
62019006,388,16000,4.1,"Beluga, White Whale"
62019007,427,16000,6.88,"Beluga, White Whale"
62022001,0  B8:17.581  0:00.692,80000,0.658,"Beluga, White Whale"
62022002,0  B8:17.581  0:01.775,80000,0.211,"Beluga, White Whale"
62022003,0  B8:17.581  0:02.210,80000,0.241,"Beluga, White Whale"
62022004,0  B8:17.581  0:02.527,80000,0.292,"Beluga, White Whale"
62022005,0  B8:17.581  0:03.288,80000,0.157,"Beluga, White Whale"
62022006,0  B8:17.581  0:03.549,80000,0.211,"Beluga, White Whale"
62022007,0  B8:17.581  0:03.817,80000,0.103,"Beluga, White Whale"
62022008,0  B8:17.581  0:14.386,80000,0.235,"Beluga, White Whale"
62022009,0  B8:17.581  0:14.556,80000,1.791,"Beluga, White Whale"
6202200A,0  B8:17.581  0:25.074,80000,1.853,"Beluga, White Whale"
6202200B,0  B8:17.581  0:28.533,80000,2.574,"Beluga, White Whale"
6202200C,0  B8:17.581  0:40.293,80000,0.854,"Beluga, White Whale"
6202200D,0  B8:17.581  1:31.395,80000,2.827,"Beluga, White Whale"
6202200E,0  B8:17.581  2:04.358,80000,3.332,"Beluga, White Whale"
6202200F,0  B8:17.581  2:11.022,80000,1.549,"Beluga, White Whale"
6202200G,0  B8:17.581  3:16.120,80000,4.178,"Beluga, White Whale"
6202200H,0  B8:17.581  3:26.783,80000,2.665,"Beluga, White Whale"
6202200I,0  B8:17.581  3:39.741,80000,0.388,"Beluga, White Whale"
6202200J,0  B8:17.581  3:40.091,80000,0.616,"Beluga, White Whale"
6202200K,0  B8:17.581  3:52.572,80000,1.319,"Beluga, White Whale"
6202200L,0  B8:17.581  3:53.830,80000,0.405,"Beluga, White Whale"
6202200M,0  B8:17.581  3:56.130,80000,2.674,"Beluga, White Whale"
6202200N,0  B8:17.581  4:30.086,80000,0.496,"Beluga, White Whale"
6202200O,0  B8:17.581  4:34.210,80000,0.086,"Beluga, White Whale"
6202200P,0  B8:17.581  4:39.954,80000,1.254,"Beluga, White Whale"
6202200Q,0  B8:17.581  5:09.274,80000,4.413,"Beluga, White Whale"
6202200R,0  B8:17.581  5:13.129,80000,3.530,"Beluga, White Whale"
6202200S,0  B8:17.581  5:21.937,80000,3.206,"Beluga, White Whale"
6202200T,0  B8:17.581  5:29.106,80000,4.737,"Beluga, White Whale"
6202200U,0  B8:17.581  6:02.231,80000,1.412,"Beluga, White Whale"
6202200V,0  B8:17.581  6:03.537,80000,1.063,"Beluga, White Whale"
6202200W,0  B8:17.581  6:13.006,80000,1.305,"Beluga, White Whale"
6202200X,0  B8:17.581  6:14.309,80000,1.448,"Beluga, White Whale"
6202200Y,0  B8:17.581  6:15.964,80000,2.816,"Beluga, White Whale"
6202200Z,0  B8:17.581  6:25.013,80000,1.966,"Beluga, White Whale"
62022010,0  B8:17.581  6:26.979,80000,2.099,"Beluga, White Whale"
62022011,0  B8:17.581  6:29.265,80000,1.063,"Beluga, White Whale"
62022012,0  B8:17.581  6:40.732,80000,1.089,"Beluga, White Whale"
62022013,0  B8:17.581  6:41.755,80000,1.674,"Beluga, White Whale"
62022014,0  B8:17.581  6:43.336,80000,1.528,"Beluga, White Whale"
62022015,0  B8:17.581  6:44.891,80000,1.953,"Beluga, White Whale"
62022016,0  B8:17.581  6:47.070,80000,1.700,"Beluga, White Whale"
62022017,0  B8:17.581  6:48.651,80000,2.351,"Beluga, White Whale"
62022018,0  B8:17.581  7:10.815,80000,2.498,"Beluga, White Whale"
62022019,0  B8:17.581  7:33.031,80000,1.900,"Beluga, White Whale"
6202201A,0  B8:17.581  8:03.114,80000,0.850,"Beluga, White Whale"
62026001,192,20000,2.800,"Beluga, White Whale"
62026002,222,20000,5.800,"Beluga, White Whale"
62026003,135,20000,7.800,"Beluga, White Whale"
62026004,77,16000,4.600,"Beluga, White Whale"
62026005,83,16000,3.900,"Beluga, White Whale"
62026006,91,16000,5.200,"Beluga, White Whale"
62026007,100,16000,3.670,"Beluga, White Whale"
62026008,121,16000,2.900,"Beluga, White Whale"
62026009,132,16000,11.600,"Beluga, White Whale"
6202600A,140,16000,2.670,"Beluga, White Whale"
6202600B,186,16000,2.750,"Beluga, White Whale"
6202600C,194,16000,2.660,"Beluga, White Whale"
6202600D,203,16000,3.500,"Beluga, White Whale"
63015001,621,30000,5.700,"Beluga, White Whale"
63015002,649,30000,5.400,"Beluga, White Whale"
63015003,748,30000,3.100,"Beluga, White Whale"
63015004,752,30000,4.000,"Beluga, White Whale"
63015005,761,30000,3.800,"Beluga, White Whale"
63015006,775,16000,5.800,"Beluga, White Whale"
63015007,785,16000,2.300,"Beluga, White Whale"
65030001,0  B29:59.884  2:46.359,40000,1.222,"Beluga, White Whale"
65030002,0  B29:59.884  2:47.520,40000,0.614,"Beluga, White Whale"
65030003,0  B29:59.884  2:53.387,40000,0.425,"Beluga, White Whale"
65030004,0  B29:59.884  3:29.050,40000,1.194,"Beluga, White Whale"
65030005,0  B29:59.884  7:10.295,40000,0.626,"Beluga, White Whale"
65030006,0  B29:59.884  7:11.623,40000,0.786,"Beluga, White Whale"
65030007,0  B29:59.884  7:17.824,40000,0.548,"Beluga, White Whale"
65030008,0  B29:59.884  7:19.946,40000,0.351,"Beluga, White Whale"
65030009,0  B29:59.884  12:30.622,40000,3.369,"Beluga, White Whale"
6503000A,0  B29:59.884  20:59.692,40000,0.670,"Beluga, White Whale"
6503000B,0  B29:59.884  21:12:501,40000,0.628,"Beluga, White Whale"
6503000C,0  B29:59.884  21:15:674,40000,1.539,"Beluga, White Whale"
6503000D,0  B29:59.884  21:59:530,40000,0.692,"Beluga, White Whale"
6503000E,0  B29:59.884  22:00:740,40000,0.545,"Beluga, White Whale"
6503000F,0  B29:59.884  22:09:051,40000,1.371,"Beluga, White Whale"
6503000G,0  B29:59.884  22:11:799,40000,0.522,"Beluga, White Whale"
6503000H,0  B29:59.884  22:17:684,40000,0.614,"Beluga, White Whale"
6503000I,0  B29:59.884  22:37:044,40000,0.640,"Beluga, White Whale"
6503000J,0  B29:59.884  23:07:935,40000,0.462,"Beluga, White Whale"
6503000K,0  B29:59.884  27:15:219,40000,1.748,"Beluga, White Whale"
65031001,0  B24:36.5  8:56.173,40000,0.533,"Beluga, White Whale"
65031002,0  B24:36.5  8:56.717,40000,0.485,"Beluga, White Whale"
65031003,0  B24:36.5  9:03.407,40000,0.477,"Beluga, White Whale"
65031004,0  B24:36.5  9:04.019,40000,0.443,"Beluga, White Whale"
65031005,0  B24:36.5  9:21.234,40000,0.574,"Beluga, White Whale"
65031006,0  B24:36.5  9:21.738,40000,0.372,"Beluga, White Whale"
65031007,0  B24:36.5  9:34.389,40000,1.569,"Beluga, White Whale"
65031008,0  B24:36.5  9:36.172,40000,1.508,"Beluga, White Whale"
65031009,0  B24:36.5  10:19.494,40000,2.081,"Beluga, White Whale"
65033001,174  B0:23.75  7.119,81920,1.403,"Beluga, White Whale"
65033002,174  B0:23.75  8.900,81920,1.416,"Beluga, White Whale"
65033003,174  B0:23.75  10.900,81920,1.072,"Beluga, White Whale"
65033004,174  B0:23.75  12.490,81920,1.712,"Beluga, White Whale"
65033005,174  B0:23.75  14.930,81920,1.172,"Beluga, White Whale"
65033006,174  B0:23.75  16.160,81920,1.572,"Beluga, White Whale"
65033007,174  B0:23.75  18.270,81920,1.891,"Beluga, White Whale"
65033008,174  B0:23.75  20.560,81920,1.519,"Beluga, White Whale"
65033009,222  B0:23.75  7.550,81920,1.550,"Beluga, White Whale"
6503300A,222  B0:23.75  15.760,81920,1.519,"Beluga, White Whale"
6503300B,222  B0:23.75  17.050,81920,1.653,"Beluga, White Whale"
6503300C,222  B0:23.75  18.720,81920,1.891,"Beluga, White Whale"
6503300D,222  B0:23.75  20.830,81920,1.753,"Beluga, White Whale"
6503300E,243  B0:47.50  0.1375,40960,7.563,"Beluga, White Whale"
6503300F,243  B0:47.50  1.084,40960,1.891,"Beluga, White Whale"
6503300G,243  B0:47.50  3.275,40960,1.066,"Beluga, White Whale"
6503300H,243  B0:47.50  4.412,40960,1.878,"Beluga, White Whale"
6503300I,243  B0:47.50  6.125,40960,1.419,"Beluga, White Whale"
6503300J,243  B0:47.50  41.390,40960,1.853,"Beluga, White Whale"
6503300K,335  B0:28.00  23.070,10240,3.781,"Beluga, White Whale"
68004001,44,20000,8.8,"Beluga, White Whale"
68004002,49,20000,9.8,"Beluga, White Whale"
68004003,67,20000,6.4,"Beluga, White Whale"
68004004,104,20000,9.8,"Beluga, White Whale"
74008001,332,320,256,"Fin, Finback Whale"
74008002,452,320,192,"Fin, Finback Whale"
74008003,603,320,128,"Fin, Finback Whale"
51041C01,10,30000,1.300,Bottlenose Dolphin
51041C02,22,30000,3.700,Bottlenose Dolphin
56006001,0  B8:00.00  0:21.398,60600,0.974,Bottlenose Dolphin
56006002,0  B8:00.00  0:29.459,60600,1.218,Bottlenose Dolphin
56006003,0  B8:00.00  1:02.170,60600,1.171,Bottlenose Dolphin
56006004,0  B8:00.00  1:19.566,60600,1.277,Bottlenose Dolphin
56006005,0  B8:00.00  1:24.496,60600,1.171,Bottlenose Dolphin
56006006,0  B8:00.00  1:30.130,60600,1.096,Bottlenose Dolphin
56006007,0  B8:00.00  1:29.164,60600,1.115,Harbour Seal
56006008,0  B8:00.00  2:05.475,60600,1.227,Bottlenose Dolphin
56006009,0  B8:00.00  2:30.557,60600,1.049,Bottlenose Dolphin
5600600A,0  B8:00.00  2:34.016,60600,1.180,Bottlenose Dolphin
5600600B,0  B8:00.00  2:55.667,60600,1.452,Bottlenose Dolphin
5600600C,0  B8:00.00  3:13.429,60600,1.424,Bottlenose Dolphin
5600600D,0  B8:00.00  3:39.551,60600,0.768,Bottlenose Dolphin
5600600E,0  B8:00.00  4:06.780,60600,1.012,Bottlenose Dolphin
5600600G,0  B8:00.00  4:32.049,60600,0.740,Bottlenose Dolphin
5600600H,0  B8:00.00  5:26.909,60600,1.152,Bottlenose Dolphin
84228001,24.15  B23.75  23.53,81920,1.272,Bottlenose Dolphin
84228002,24.24  B23.75  23.51,81920,1.512,Bottlenose Dolphin
84228003,24.28  B23.75  23.51,81920,1.512,Bottlenose Dolphin
84228004,24.08  B23.75  22.00,81920,1.594,Bottlenose Dolphin
84228005,24.10  B23.75  22.00,81920,1.594,Bottlenose Dolphin
84228006,24.17  B23.75  22.00,81920,1.594,Bottlenose Dolphin
84228A01,0543,81920,1.50,Bottlenose Dolphin
84228A02,614,81920,1.50,Bottlenose Dolphin
84228A03,824,81920,1.50,Bottlenose Dolphin
84228A04,1300,81920,2.50,Bottlenose Dolphin
84228A05,1324,81920,2.00,Bottlenose Dolphin
84228A06,1339,81920,1.50,Bottlenose Dolphin
84228A07,1426,81920,0.27,Bottlenose Dolphin
84228A08,1437,81920,2.00,Bottlenose Dolphin
84228A09,1510,81920,2.00,Bottlenose Dolphin
84228A0A,1544,81920,2.50,Bottlenose Dolphin
84228A0B,1638,81920,2.50,Bottlenose Dolphin
84228A0C,1657,81920,0.47,Bottlenose Dolphin
84228A0E,2037,81920,1.50,Bottlenose Dolphin
84228A0F,2411,81920,1.50,Bottlenose Dolphin
84228A0G,2500,81920,2.00,Bottlenose Dolphin
84228A0H,2929,81920,0.95,Bottlenose Dolphin
84228A0I,3436,81920,2.00,Bottlenose Dolphin
84228A0J,4317,81920,1.50,Bottlenose Dolphin
84228A0K,4324,81920,0.95,Bottlenose Dolphin
84228A0L,4359,81920,2.00,Bottlenose Dolphin
89506001,01:40:52,81920,.94,Bottlenose Dolphin
89506004,01:51:21,81920,.94,Bottlenose Dolphin
89506005,01:55:00,81920,1.7,Bottlenose Dolphin
89514001,082,81920,1.50,Bottlenose Dolphin
89514002,134,81920,1.50,Bottlenose Dolphin
89514003,283,81920,2.00,Bottlenose Dolphin
89514004,3931,81920,2.00,Bottlenose Dolphin
89514005,4026,81920,2.50,Bottlenose Dolphin
89514010,527  B23.75  21.99,81920,1.737,Bottlenose Dolphin
89514011,530  B23.75  21.99,81920,1.737,Bottlenose Dolphin
89514012,534  B23.75  21.99,81920,1.737,Bottlenose Dolphin
89514013,540  B23.75  21.99,81920,1.737,Bottlenose Dolphin
89514014,593  B23.75  21.99,81920,1.737,Bottlenose Dolphin
89514015,608  B23.75  21.99,81920,1.737,Bottlenose Dolphin
89514016,3977  B23.75  21.99,81920,1.737,Bottlenose Dolphin
89514017,3980  B23.75  21.99,81920,1.737,Bottlenose Dolphin
89514018,3981  B23.75  21.99,81920,1.737,Bottlenose Dolphin
90033001,20:40.020-26:2.973,160000,5:22.953,Sperm Whale
90033002,20:40.020-26:2.973,40000,5:22.953,Sperm Whale
90033003,20:40.020-26:2.973,40000,5:22.953,Sperm Whale
90033004,20:40.020-26:2.973,40000,5:22.953,Sperm Whale
90033005,20:40.020-26:2.973,40000,5:22.953,Sperm Whale
94201048,0  B28:49.321  12:15.037,47600,1.128,Bottlenose Dolphin
94201049,0  B28:49.321  12:36.658,47600,1.369,Bottlenose Dolphin
9420104A,0  B28:49.321  12:37.843,47600,1.171,Bottlenose Dolphin
9420104B,0  B28:49.321  12:39.891,47600,1.561,Bottlenose Dolphin
9420104C,0  B28:49.321  12:45.972,47600,1.267,Bottlenose Dolphin
9420104D,0  B28:49.321  12:48.863,47600,1.164,Bottlenose Dolphin
9420104F,0  B28:49.321  12:50.768,47600,0.765,Bottlenose Dolphin
9420104G,0  B28:49.321  12:51.784,47600,0.847,Bottlenose Dolphin
9420104H,0  B28:49.321  12:52.631,47600,0.580,Bottlenose Dolphin
9420104I,0  B28:49.321  12:54.116,47600,0.409,Bottlenose Dolphin
9420104J,0  B28:49.321  12:54.470,47600,0.962,Bottlenose Dolphin
9420104K,0  B28:49.321  12:55.354,47600,0.359,Bottlenose Dolphin
9420104L,0  B28:49.321  12:55.687,47600,0.419,Bottlenose Dolphin
9420104M,0  B28:49.321  12:56.420,47600,0.598,Bottlenose Dolphin
9420104N,0  B28:49.321  12:57.045,47600,0.541,Bottlenose Dolphin
9420104O,0  B28:49.321  12:57.664,47600,2.069,Bottlenose Dolphin
9420104P,0  B28:49.321  12:59.707,47600,1.593,Bottlenose Dolphin
9420104Q,0  B28:49.321  13:01.876,47600,0.559,Bottlenose Dolphin
9420104R,0  B28:49.321  13:02.407,47600,1.371,Bottlenose Dolphin
9420104S,0  B28:49.321  13:03.765,47600,0.727,Bottlenose Dolphin
9420104T,0  B28:49.321  13:04.660,47600,0.615,Bottlenose Dolphin
9420104U,0  B28:49.321  13:05.283,47600,0.902,Bottlenose Dolphin
9420104V,0  B28:49.321  13:12.719,47600,0.958,Bottlenose Dolphin
9420104W,0  B28:49.321  13:15.448,47600,1.588,Bottlenose Dolphin
9420104X,0  B28:49.321  13:24.843,47600,2.364,Bottlenose Dolphin
9420104Y,0  B28:49.321  13:27.438,47600,1.741,Bottlenose Dolphin
9420104Z,0  B28:49.321  13:32.328,47600,1.595,Bottlenose Dolphin
94201050,0  B28:49.321  13:33.930,47600,1.399,Bottlenose Dolphin
94201051,0  B28:49.321  13:40.248,47600,1.546,Bottlenose Dolphin
94201052,0  B28:49.321  13:41.682,47600,1.315,Bottlenose Dolphin
94201053,0  B28:49.321  13:42.850,47600,1.602,Bottlenose Dolphin
94201054,0  B28:49.321  13:44.361,47600,1.539,Bottlenose Dolphin
94201055,0  B28:49.321  13:46.915,47600,1.776,Bottlenose Dolphin
94201056,0  B28:49.321  13:48.593,47600,0.965,Bottlenose Dolphin
94201057,0  B28:49.321  13:49.496,47600,1.042,Bottlenose Dolphin
94201058,0  B28:49.321  13:51.434,47600,1.588,Bottlenose Dolphin
94201059,0  B28:49.321  13:52.924,47600,1.420,Bottlenose Dolphin
9420105A,0  B28:49.321  13:54.337,47600,1.014,Bottlenose Dolphin
9420105B,0  B28:49.321  13:55.470,47600,1.685,Bottlenose Dolphin
9420105C,0  B28:49.321  13:57.114,47600,1.560,Bottlenose Dolphin
9420105D,0  B28:49.321  13:58.555,47600,1.231,Bottlenose Dolphin
9420105E,0  B28:49.321  13:59.731,47600,1.287,Bottlenose Dolphin
9420105F,0  B28:49.321  14:01.284,47600,1.133,Bottlenose Dolphin
9420105G,0  B28:49.321  14:02.417,47600,0.783,Bottlenose Dolphin
9420105H,0  B28:49.321  14:03.180,47600,0.804,Bottlenose Dolphin
9420105I,0  B28:49.321  14:04.040,47600,0.699,Bottlenose Dolphin
9420105J,0  B28:49.321  14:04.719,47600,1.685,Bottlenose Dolphin
9420105K,0  B28:49.321  14:06.356,47600,2.161,Bottlenose Dolphin
9420105L,0  B28:49.321  14:10.028,47600,1.469,Bottlenose Dolphin
9420105M,0  B28:49.321  14:11.414,47600,1.574,Bottlenose Dolphin
9420105N,0  B28:49.321  14:12.988,47600,0.860,Bottlenose Dolphin
9420105O,0  B28:49.321  14:13.715,47600,1.140,Bottlenose Dolphin
9420105P,0  B28:49.321  14:15.814,47600,1.525,Bottlenose Dolphin
9420105Q,0  B28:49.321  14:19.753,47600,0.461,Bottlenose Dolphin
9420105R,0  B28:49.321  14:24.195,47600,0.993,Bottlenose Dolphin
9420105S,0  B28:49.321  14:26.427,47600,1.665,Bottlenose Dolphin
9420105T,0  B28:49.321  14:27.966,47600,0.699,Bottlenose Dolphin
9420105U,0  B28:49.321  14:29.365,47600,0.937,Bottlenose Dolphin
9420105V,0  B28:49.321  14:31.184,47600,0.741,Bottlenose Dolphin
9420105W,0  B28:49.321  14:31.967,47600,0.482,Bottlenose Dolphin
9420105X,0  B28:49.321  14:32.415,47600,0.594,Bottlenose Dolphin
9420105Y,0  B28:49.321  14:33.318,47600,0.651,Bottlenose Dolphin
9420105Z,0  B28:49.321  14:33.971,47600,0.847,Bottlenose Dolphin
94201060,0  B28:49.321  14:34.818,47600,0.719,Bottlenose Dolphin
94201061,0  B28:49.321  14:35.514,47600,0.314,Bottlenose Dolphin
94201062,0  B28:49.321  14:35.828,47600,1.734,Bottlenose Dolphin
94201063,0  B28:49.321  14:37.668,47600,1.640,Bottlenose Dolphin
94201064,0  B28:49.321  14:39.252,47600,2.733,Bottlenose Dolphin
94201065,0  B28:49.321  14:41.929,47600,0.562,Bottlenose Dolphin
94201066,0  B28:49.321  14:42.476,47600,1.078,Bottlenose Dolphin
94201067,0  B28:49.321  14:43.512,47600,0.904,Bottlenose Dolphin
94201068,0  B28:49.321  14:44.501,47600,0.696,Bottlenose Dolphin
94201069,0  B28:49.321  14:45.133,47600,0.502,Bottlenose Dolphin
9420106A,0  B28:49.321  14:47.794,47600,1.239,Bottlenose Dolphin
9420106B,0  B28:49.321  14:48.975,47600,1.283,Bottlenose Dolphin
9420106C,0  B28:49.321  14:50.214,47600,0.812,Bottlenose Dolphin
9420106D,0  B28:49.321  14:50.988,47600,1.242,Bottlenose Dolphin
9420106E,0  B28:49.321  14:52.230,47600,2.501,Bottlenose Dolphin
9420106F,0  B28:49.321  14:55.513,47600,1.757,Bottlenose Dolphin
9420106G,0  B28:49.321  14:58.081,47600,0.371,Bottlenose Dolphin
9420106H,0  B28:49.321  14:58.678,47600,0.715,Bottlenose Dolphin
9420106I,0  B28:49.321  14:59.812,47600,0.613,Bottlenose Dolphin
9420106J,0  B28:49.321  15:02.542,47600,0.734,Bottlenose Dolphin
9420106K,0  B28:49.321  15:03.252,47600,0.830,Bottlenose Dolphin
9420106L,0  B28:49.321  15:06.417,47600,0.397,Bottlenose Dolphin
9420106M,0  B28:49.321  15:07.118,47600,0.562,Bottlenose Dolphin
9420106N,0  B28:49.321  15:08.113,47600,1.298,Bottlenose Dolphin
9420106O,0  B28:49.321  15:09.831,47600,0.736,Bottlenose Dolphin
9420106P,0  B28:49.321  15:10.558,47600,0.579,Bottlenose Dolphin
9420106Q,0  B28:49.321  15:11.094,47600,1.087,Bottlenose Dolphin
9420106R,0  B28:49.321  15:12.182,47600,0.729,Bottlenose Dolphin
9420106S,0  B28:49.321  15:12.924,47600,0.903,Bottlenose Dolphin
9420106T,0  B28:49.321  15:14.040,47600,0.657,Bottlenose Dolphin
9420106U,0  B28:49.321  15:18.157,47600,1.299,Bottlenose Dolphin
9420106V,0  B28:49.321  15:19.558,47600,0.661,Bottlenose Dolphin
9420106W,0  B28:49.321  15:20.505,47600,0.405,Bottlenose Dolphin
9420106X,0  B28:49.321  15:21.070,47600,0.710,Bottlenose Dolphin
9420106Y,0  B28:49.321  15:22.472,47600,0.217,Bottlenose Dolphin
9420106Z,0  B28:49.321  15:23.738,47600,0.285,Bottlenose Dolphin
94201070,0  B28:49.321  15:24.003,47600,0.251,Bottlenose Dolphin
94201071,0  B28:49.321  15:24.390,47600,0.289,Bottlenose Dolphin
94201072,0  B28:49.321  15:24.598,47600,0.381,Bottlenose Dolphin
94201073,0  B28:49.321  15:25.883,47600,0.270,Bottlenose Dolphin
94201074,0  B28:49.321  15:26.110,47600,0.497,Bottlenose Dolphin
94201075,0  B28:49.321  15:27.347,47600,0.637,Bottlenose Dolphin
94201076,0  B28:49.321  15:27.966,47600,0.256,Bottlenose Dolphin
94201077,0  B28:49.321  15:28.173,47600,0.328,Bottlenose Dolphin
94201078,0  B28:49.321  15:28.492,47600,0.405,Bottlenose Dolphin
94201079,0  B28:49.321  15:30.135,47600,0.647,Bottlenose Dolphin
9420107A,0  B28:49.321  15:30.981,47600,1.178,Bottlenose Dolphin
9420107B,0  B28:49.321  15:32.237,47600,0.531,Bottlenose Dolphin
9420107C,0  B28:49.321  15:33.691,47600,0.570,Bottlenose Dolphin
9420107D,0  B28:49.321  15:34.261,47600,0.217,Bottlenose Dolphin
9420107E,0  B28:49.321  15:34.435,47600,0.555,Bottlenose Dolphin
9420107F,0  B28:49.321  15:34.952,47600,0.265,Bottlenose Dolphin
9420107G,0  B28:49.321  15:35.672,47600,0.357,Bottlenose Dolphin
9420107H,0  B28:49.321  15:35.972,47600,1.357,Bottlenose Dolphin
9420107I,0  B28:49.321  15:40.094,47600,0.792,Bottlenose Dolphin
9420107J,0  B28:49.321  15:40.847,47600,0.802,Bottlenose Dolphin
9420107K,0  B28:49.321  15:41.664,47600,1.207,Bottlenose Dolphin
9420107L,0  B28:49.321  15:43.249,47600,0.632,Bottlenose Dolphin
9420107M,0  B28:49.321  15:44.022,47600,1.449,Bottlenose Dolphin
9420107N,0  B28:49.321  15:50.781,47600,1.743,Bottlenose Dolphin
56048001,0  B7:29.433  0:38.819,40000,4.906,"Boutu, Amazon River Dolphin"
56048002,0  B7:29.433  1:17.644,40000,3.014,"Boutu, Amazon River Dolphin"
56048003,0  B7:29.433  2:16.047,40000,1.839,"Boutu, Amazon River Dolphin"
56048004,0  B7:29.433  2:38.455,40000,2.264,"Boutu, Amazon River Dolphin"
56048005,0  B7:29.433  3:27.894,40000,3.396,"Boutu, Amazon River Dolphin"
56048006,0  B7:29.433  3:31.291,40000,3.679,"Boutu, Amazon River Dolphin"
56048007,0  B7:29.433  3:42.236,40000,2.028,"Boutu, Amazon River Dolphin"
